id,tip,naziv,pravo_ime,vesolje,razmerje,naslov,izdaja,leto,mesec

Scroll_of_Eternity,Item,,,,,Strange Tales,136,1965,September

Sealer_Beam,Item,,,,,Incredible Hulk,115,1969,May

Seaweed_Man_(Earth-616),Character,Seaweed Man,Unknown,Earth-616,,Tales to Astonish,71,1965,September

Sea_of_Fear,Location,,,,,Journey into Mystery,121,1965,October

Second-Story_Sammy_(Earth-616),Character,Second-Story Sammy,Unknown,Earth-616,,Tales to Astonish,62,1964,December

Secret_Empire_(Earth-616),Organization,,,,,Tales to Astonish,81,1966,July

Seidring_(Earth-616),Character,Seidring the Merciless,Seidring,Earth-616,,Thor,126,1966,March

Selma_Geldberg_(Earth-616),Character,Selma Geldberg-Cohen,Selma Geldberg-Cohen,Earth-616,Married,Sgt Fury and his Howling Commandos,24,1965,November

Sen-Yu_(Earth-616),Character,Sen-Yu,Sen-Yu,Earth-616,,Strange Tales,130,1965,March

Senator_Mushbell_(Earth-616),Character,Senator Mushbell,Mushbell (First name unknown),Earth-616,,All-Select Comics,11,1946,Fall

Sentinels,Item,,,,,X-Men,14,1965,November

Sentinel_10_(Earth-616),Character,Sentinel 10,Sentinel 10,Earth-616,,X-Men,14,1965,November

Sentinel_11_(Earth-616),Character,Sentinel 11,Sentinel 11,Earth-616,,X-Men,15,1965,December

Sentinel_17_(Earth-616),Character,Sentinel 17,Sentinel 17,Earth-616,,X-Men,15,1965,December

Sentinel_1_(Earth-616),Character,Sentinel 1,Sentinel 1,Earth-616,,X-Men,14,1965,November

Sentinel_2_(Earth-616),Character,Sentinel 2,Sentinel 2,Earth-616,,X-Men,14,1965,November

Sentinel_3-D_(Earth-616),Character,Sentinel 3-D,Sentinel 3-D,Earth-616,,X-Men,15,1965,December

Sentinel_3-R_(Earth-616),Character,Sentinel 3-R,Sentinel 3-R,Earth-616,,X-Men,14,1965,November

Sentinel_3_(Earth-616),Character,Sentinel 3,Sentinel 3,Earth-616,,X-Men,14,1965,November

Sentinel_4_(Earth-616),Character,Sentinel 4,Sentinel 4,Earth-616,,X-Men,15,1965,December

Sentinel_5_(Earth-616),Character,Sentinel 5,Sentinel 5,Earth-616,,X-Men,15,1965,December

Sentinel_6_(Earth-616),Character,Sentinel 6,Sentinel 6,Earth-616,,X-Men,14,1965,November

Sentinel_7_(Earth-616),Character,Sentinel 7,Sentinel 7,Earth-616,,X-Men,14,1965,November

Sentinel_8-R_(Earth-616),Character,Sentinel 8-R,Sentinel 8-R,Earth-616,,X-Men,14,1965,November

Sentinel_9_(Earth-616),Character,Sentinel 9,Sentinel 9,Earth-616,,X-Men,14,1965,November

Sentinel_A_(Earth-616),Character,Sentinel A,Sentinel A,Earth-616,,X-Men,15,1965,December

Sentinel_B_(Earth-616),Character,Sentinel B,Sentinel B,Earth-616,,X-Men,15,1965,December

Sentinel_C_(Earth-616),Character,Sentinel C,Sentinel C,Earth-616,,X-Men,15,1965,December

Sentinel_F_(Earth-616),Character,Sentinel F,Sentinel F,Earth-616,,X-Men,16,1966,January

Sentinel_L_(Earth-616),Character,Sentinel L,Sentinel L,Earth-616,,X-Men,15,1965,December

Sentinel_MK_I,Item,,,,,X-Men,14,1965,November

Sentinel_O_(Earth-616),Character,Sentinel O,Sentinel O,Earth-616,,X-Men,15,1965,December

Sentinel_T_(Earth-616),Character,Sentinel T,Sentinel T,Earth-616,,X-Men,15,1965,December

Sentry_459_(Earth-616),Character,Sentry,Sentry 459,Earth-616,Single,Fantastic Four,64,1967,July

Sentry_9168_(Earth-616),Character,Sentry,Sentry 9168,Earth-616,,Fantastic Four,98,1970,May

Sergei_Kravinoff_(Earth-616),Character,Kraven the Hunter,Sergei Nikolaevich Kravinoff,Earth-616,Widowed,Amazing Spider-Man,15,1964,August

Sergius_O%27Hoolihan_(Earth-616),Character,Sergius O'Hoolihan,Sergius O'Hoolihan,Earth-616,,Fantastic Four,79,1968,October

Sergius_O%27Hoolihan_(Earth-78909),Character,Sergius O'Hoolihan,Sergius O'Hoolihan,Earth-78909,,Menace of Magneto,,1978,October

Sergi_Amkov_(Earth-616),Character,Sergi Amkov,Sergi Amkov,Earth-616,,Tales of Suspense,60,1964,December

Serra_Carson_(Earth-77013),Character,Big Boss,Serra Carson,Earth-77013,,Spider-Man Newspaper Strips,2011,2011,

Sersi_(Earth-616),Character,Sersi,Sersi,Earth-616,Single,Strange Tales,109,1963,June

Servo-Guards_(Earth-616),Character,Servo-Guards,"Individual serial numbers including ""Unit Five, Unit Six, Unit Seven, Unit 15""",Earth-616,,Fantastic Four,84,1969,March

Servo-Robot_(Earth-616),Character,Servo-Robot,Servo-Robot,Earth-616,,Tales to Astonish,88,1967,February

Seth_Crane_(Earth-616),Character,Seth Crane,Seth Crane,Earth-616,,Rawhide Kid,22,1961,June

Seth_Wilson_(Earth-616),Character,Seth Wilson,Seth Wilson,Earth-616,Single,Rawhide Kid,25,1961,December

Seymour_O%27Reilly_(Earth-616),Character,Seymour O'Reilly,Seymour O'Reilly,Earth-616,,Amazing Fantasy,15,1962,August

Shades_of_the_Seraphim,Item,,,,,Strange Tales,156,1967,May

Shades_of_the_Shadowy_Demons,Item,,,,,Strange Tales,147,1966,August

Shadow_Man_(Earth-616),Character,Shadow Man,Unknown,Earth-616,,Tales of Suspense,7,1960,January

Shagg_(Earth-616),Character,Shagg,Shagg,Earth-616,,Journey into Mystery,59,1960,July

Shalla-Bal_(Earth-71016),Character,Shalla-Bal,Shalla-Bal,Earth-71016,Single,The Last Fantastic Four Story,1,2007,October

Shannon,Location,,,,,Tales of Suspense,67,1965,July

Sharon_Carter_(Earth-616),Character,Sharon Carter,Sharon Carter,Earth-616,Single,Tales of Suspense,75,1966,March

Sharon_Carter_(Earth-8610),Character,Sharon Carter,Sharon Carter-Mace,Earth-8610,Married,Gates of What If?,,,

Sharon_Xavier_(Earth-616),Character,Sharon Xavier,Sharon Xavier Marko,Earth-616,Married,X-Men,12,1965,July

Shazana%27s_Globe,Item,,,,,Strange Tales,33,1954,December

Shazana_(Earth-616),Character,Shazana,Shazana,Earth-616,,Strange Tales,133,1965,June

Sha_Shan_Nguyen_(Earth-616),Character,Sha Shan Nguyen,Sha Shan Nguyen,Earth-616,Divorced,Amazing Spider-Man,108,1972,May

Sheila_Reynolds_(Earth-616),Character,Sheila Reynolds,Sheila Reynolds,Earth-616,Single,Teen-Age Romance,84,1961,November

Shezada_(Earth-616),Character,Shezada,Shezada,Earth-616,,Thor,143,1967,August

Shield_of_the_Seraphim,Item,,,,,Strange Tales,147,1966,August

Shivoor_(Earth-616),Character,Shivoor,Shivoor,Earth-616,Married,Marvel Valentine Special,1,1997,March

Shocker%27s_Vibro-Shock_Gauntlets,Item,,,,,Amazing Spider-Man,46,1967,March

Shock_Roller,Item,,,,,Tales of Suspense,78,1966,June

Shorty_(Earth-616),Character,Shorty,Unknown,Earth-616,,Fantastic Four,15,1963,June

Shzzzllzzzthzz_(Earth-616),Character,Blip,Shzzzllzzzthzz,Earth-616,,Tales to Astonish,15,1961,January

Siegfried_Farber_(Earth-616),Character,Siegfried Farber,Siegfried Farber,Earth-616,,Sgt Fury and his Howling Commandos,14,1965,January

Sif_(Earth-616),,Lady Sif,Sif,Earth-616,Single,Journey into Mystery,102,1964,March

Sif_(Earth-70766),Character,Sif,Sif,Earth-70766,Single,Thor,178,1970,July

Sif_(Earth-77013),Character,Sif,Sif,Earth-77013,,Spider-Man Newspaper Strips,2012,2012,

Signor_Korte_(Earth-616),Character,Signor Korte,Signor Korte,Earth-616,,All-Select Comics,11,1946,Fall

Sigurd_(Earth-616),Character,Sigurd,Unknown,Earth-616,Single,Journey into Mystery,111,1964,December

Silas_Birch_(Earth-616),Character,Silas Birch,Silas Birch,Earth-616,,Tales to Astonish,26,1961,December

Silas_Cragg_(Earth-616),Character,Silas Cragg,Silas X. Cragg,Earth-616,,Captain America,121,1970,January

Silent_Fox_(Earth-616),Character,Silent Fox,Silent Fox,Earth-616,,Fantastic Four,80,1968,November

Silent_One_(Earth-616),Character,Silent One,Silent One,Earth-616,,Thor,184,1971,January

Silent_Stalker_(Earth-616),Character,Silent Stalker,Silent Stalker,Earth-616,,Thor,183,1970,December

Silver_City,Location,,,,,Rawhide Kid,24,1961,October

Silver_Dollar_Saloon,Location,,,,,Rawhide Kid,18,1960,October

Silvio_Manfredi_(Earth-616),Character,Silvermane,Silvio Manfredi,Earth-616,Widowed,Amazing Spider-Man,73,1969,June

Simon_Garth_(Earth-616),,Zombie,Simon William Garth,Earth-616,Divorced,Menace,5,1953,July

Simon_Krandis_(Earth-77013),Character,Simon Krandis,Simon Krandis,Earth-77013,,Spider-Man Newspaper Strips,2007,2007,

Simon_Queel_(Earth-616),Character,Simon Queel,Simon Queel,Earth-616,,Tales of Suspense,23,1961,November

Simon_Savage_(Earth-616),Character,Simon Savage,Simon Savage,Earth-616,Married,Sgt Fury and his Howling Commandos,10,1964,September

Simon_Williams_(Earth-616),Character,Wonder Man,Simon Williams,Earth-616,Single,Avengers,9,1964,October

Sin-Cong,Location,,,,,Avengers,18,1965,July

Sindri_(Earth-616),Character,King Sindri,Sindri,Earth-616,Single,Journey into Mystery,103,1964,April

Sinister_Six_(Earth-616),Team,,,,,Amazing Spider-Man Annual,1,1964,October

Sir_Galahad_(Earth-616),Character,Sir Galahad,Galahad,Earth-616,,Black Knight,1,1955,May

Sir_Gawain_(Earth-616),Character,Sir Gawain,Gawain,Earth-616,,Black Knight,1,1955,May

Sir_James_(Earth-616),Character,Sir James,James,Earth-616,,Tales of Suspense,2,1959,March

Sir_Lancelot_(Earth-616),,Sir Lancelot,Lancelot,Earth-616,Single,Black Knight,1,1955,May

Sir_Lepard_(Earth-616),Character,Sir Lepard,Sir Lepard,Earth-616,,Thor,134,1966,November

Sir_Lyan_(Earth-616),Character,Sir Lyan,Sir Lyan,Earth-616,,Thor,134,1966,November

Sir_Ossilot_(Earth-616),Character,Sir Ossilot,Sir Ossilot,Earth-616,Single,Thor,134,1966,November

Sir_Percy_of_Scandia_(Earth-616),Character,Black Knight,Sir Percival of Scandia,Earth-616,Widowed,Black Knight,1,1955,May

Sir_Porga_(Earth-616),Character,Sir Porga,Sir Porga,Earth-616,Single,Thor,132,1966,September

Sir_Ram_(Earth-616),Character,Sir Ram I,Sir Ram,Earth-616,Single,Tales to Astonish,94,1967,August

Skagg_(Earth-616),Character,Skagg,Skagg,Earth-616,Single,Journey into Mystery,104,1964,May

Skoll_(Earth-616),Character,Skoll,Skoll,Earth-616,Single,Journey into Mystery,101,1964,February

Skord_(Earth-616),Character,Skord,Skord,Earth-616,,Journey into Mystery,103,1964,April

Skrang_(Earth-616),Character,Skrang,Skrang,Earth-616,,Tales of Suspense,54,1964,June

Skrull_Cows_(Earth-616),Team,,,,,Fantastic Four,2,1962,January

Skrull_Sea,Location,,,,,Fantastic Four,18,1963,September

Skuld_(Earth-616),Character,Skuld the Silent,Skuld,Earth-616,Single,Journey into Mystery,102,1964,March

Skurge_(Earth-616),Character,Executioner,Skurge,Earth-616,Single,Journey into Mystery,103,1964,April

Slade_(Earth-616),Character,Slade,Slade,Earth-616,,Daredevil,1,1964,April

Slade_(Outlaw)_(Earth-616),Character,Slade,Slade,Earth-616,,2-Gun Western,4,1956,May

Slave-Master_(Earth-616),Character,Slave-Master,Unknown,Earth-616,Single,Fantastic Four,89,1969,August

Sleeper_Robots_(Earth-616),Character,Sleeper,Sleeper,Earth-616,Single,Tales of Suspense,72,1965,December

Slee_(Earth-616),Character,Slee,Slee,Earth-616,,Incredible Hulk,112,1969,February

Slugger_Sykes_(Earth-616),Character,Slugger Sykes,Slugger Sykes,Earth-616,,Thor,141,1967,June

Smilodon,Race,,,,,X-Men,10,1965,March

Smokey_(Earth-616),Character,Smokey,Smokey,Earth-616,,Rawhide Kid,1,1955,March

Sneep,Location,,,,,Tales of Suspense,49,1964,January

Sneepers,Race,,,,,Tales of Suspense,49,1964,January

Sniper_(Earth-616),Character,Sniper,Unknown,Earth-616,,Tales of Suspense,96,1967,December

Sobek_(Earth-616),Character,Sobek,Sobek,Earth-616,Married,Black Panther,3,2009,June

Sonic_Disruptor,Item,,,,,Fantastic Four,53,1966,August

Sons_of_the_Serpent_(Earth-616),Team,,,,,Avengers,32,1966,September

Sophia_Striker_(Earth-928),Character,Seeress,Sophia Striker,Earth-928,Married,Marvel Comics Presents,117,1992,December

Space_Phantom_(Earth-616),Character,Space Phantom,Unknown,Earth-616,,Avengers,2,1963,November

Spade_Desmond_(Earth-616),Character,Spade Desmond,Spade Desmond,Earth-616,,Rawhide Kid,30,1962,October

Specto-Fish,Race,,,,,Fantastic Four,18,1963,September

Spencer_Smythe_(Earth-616),Character,Spencer Smythe,Spencer Smythe,Earth-616,,Amazing Spider-Man,25,1965,June

Spencer_Watson_(Earth-77013),Character,Spencer Watson,Spencer Watson,Earth-77013,Single,Spider-Man Newspaper Strips,1987,1987,

Spider-Finder,Item,,,,,Amazing Spider-Man,5,1963,October

Spider-Man%27s_Belt_Camera,Item,,,,,Amazing Spider-Man,2,1963,May

Spider-Man%27s_Spider-Signal,Item,,,,,Amazing Spider-Man,3,1963,July

Spider-Man%27s_Suit,Item,,,,,Amazing Fantasy,15,1962,August

Spider-Man%27s_Utility_Belt,Item,,,,,Amazing Spider-Man,2,1963,May

Spider-Man_(Robot)_(Earth-6311),Character,Timespinner,Unknown,Earth-6311,,Avengers,11,1964,December

Spider-Slayer_Mark_I,Item,,,,,Amazing Spider-Man,25,1965,June

Spider-Tracer-Tracker,Item,,,,,Amazing Spider-Man,11,1964,April

Spider-Tracer,Item,,,,,Amazing Spider-Man,11,1964,April

Spider-Wave_Transmitter,Item,,,,,Amazing Spider-Man,5,1963,October

Spider_Men,Race,,,,,Journey into Mystery,64,1961,January

Spinybeast_(Earth-616),Character,Spinybeast,Spinybeast,Earth-616,,Strange Tales,116,1964,January

Spliny_(Earth-616),Character,Spliny,Spliny,Earth-616,,Fantastic Four,5,1962,July

Sporr_(Amoeba_Mutate)_(Earth-616),Character,Sporr,Sporr,Earth-616,,Tales of Suspense,11,1960,September

Spragg_(Earth-616),Character,Spragg,Spragg,Earth-616,,Journey into Mystery,68,1961,May

Squad_of_Mystery_(Earth-616),Team,,,,,Captain America Comics,11,1942,February

Stallion_of_Doom_(Earth-616),Character,Stallion of Doom,Unknown,Earth-616,,Thor,132,1966,September

Stansky_(Earth-616),Character,Stansky,Stansky,Earth-616,,Tales of Suspense,53,1964,May

Stan_Lee_(Earth-616),Character,Stan Lee,Stanley Martin Lieber,Earth-616,Married,Marvel Mystery Comics,23,1941,September

Stan_Lee_(Earth-70813),Character,Stan Lee,Stan Lee,Earth-70813,,Avengers Classic,1,2007,August

Stardust_Studios,Location,,,,,Thor,127,1966,April

Stark_Enterprises_Main_Plant,Location,,,,,Tales of Suspense,40,1963,April

Stephanie_De_La_Spiroza_(Earth-616),Character,Stephanie de la Spiroza,Stephanie de la Spiroza,Earth-616,Widowed,Tales of Suspense,69,1965,September

Stephen_Strange_(Earth-616),Character,Doctor Strange,Stephen Vincent Strange,Earth-616,Separated,Strange Tales,110,1963,July

Stephen_Strange_(Earth-71016),Character,Doctor Strange,Stephen Vincent Strange,Earth-71016,,The Last Fantastic Four Story,1,2007,October

Sterling_Silvermint_(Earth-77013),Character,Sterling Silvermint,Sterling Silvermint,Earth-77013,Single,Spider-Man Newspaper Strips,2001,2001,

Sterling_Stuyvesant_(Earth-616),Character,Sterling Stuyvesant,Sterling Stuyvesant,Earth-616,,Tales to Astonish,56,1964,June

Steven_Rogers_(Earth-70813),Character,Captain America,Steven Rogers,Earth-70813,Single,Avengers Classic,1,2007,August

Steven_Rogers_(Earth-71016),Character,Captain America,Steven Rogers,Earth-71016,Single,The Last Fantastic Four Story,1,2007,October

Steven_Rogers_(Earth-77013),Character,Captain America,Steven Rogers,Earth-77013,,Spider-Man Newspaper Strips,2010,2010,

Steve_Foster_(Earth-616),Character,Steve Foster,Steve Foster,Earth-616,,Rawhide Kid,40,1964,June

Steve_Miller_(Earth-616),Character,Steve Miller,Steve Miller,Earth-616,Married,Strange Tales,93,1962,February

Stilt-Man%27s_Suit,Item,,,,,Daredevil,8,1965,June

Stoneface_(Earth-616),Character,Stoneface,Unknown,Earth-616,,Captain America,134,1971,February

Stones_of_Merlin,Item,,,,,Fantastic Four,5,1962,July

Stone_Hive,Location,,,,,Journey into Mystery,124,1966,January

Storm_Giants,Race,,,,,Journey into Mystery,100,1964,January

Stranger_(Cosmic_Being)_(Earth-616),Character,Stranger,Unknown,Earth-616,Single,X-Men,11,1965,May

Stranger_(Earth-70766),Character,Stranger,Unknown,Earth-70766,Single,Thor,178,1970,July

Stranger_(Silver_Age)_(Earth-616),Character,Stranger,Unknown,Earth-616,,Tales to Astonish,26,1961,December

"Strategic_Homeland_Intervention,_Enforcement_and_Logistics_Division_(Earth-616)",Organization,,,,,Strange Tales,135,1965,August

Sub-Atomica,Location,,,,,Fantastic Four,16,1963,July

Sub-Mariner%27s_Domed_Undersea_Villa,Location,,,,,Fantastic Four,6,1962,September

Sue_Walker_(Earth-616),Character,Sue Marlowe,Sue Walker Marlowe,Earth-616,Married,Tales to Astonish,46,1963,August

Sulibeg_(Earth-616),Character,Sulibeg,Sulibeg,Earth-616,,Thor,142,1967,July

Sundown_City,Location,,,,,Rawhide Kid,21,1961,April

Super-Adaptoid_(Earth-616),Character,Super-Adaptoid,Unknown,Earth-616,Single,Tales of Suspense,82,1966,October

Super-Apes_(Earth-616),Team,,,,,Fantastic Four,13,1963,April

Super-Humanoid_(Earth-616),Character,Super-Humanoid,Unknown,Earth-616,Single,Incredible Hulk,116,1969,June

Super-Skrulls_(Earth-616),Team,,,,,Fantastic Four,18,1963,September

Supramor_(Earth-616),Character,Hidden Man,Supramor,Earth-616,,Tales to Astonish,67,1965,May

Supremacy_(Earth-616),Character,Supremacy,Unknown,Earth-616,,Tales to Astonish,49,1963,November

Supreme_Intelligence_(Earth-616),Character,Supreme Intelligence,None,Earth-616,Single,Fantastic Four,65,1967,August

Surtur_(Earth-616),Character,Surtur,Surtur,Earth-616,Single,Journey into Mystery,97,1963,October

Susan_Clark_(Earth-616),Character,Susan Clark,Susan Clark,Earth-616,Single,Rawhide Kid,19,1960,December

Susan_Scarbo_(Earth-616),Character,Mother Night,Susan Scarbo,Earth-616,Single,Captain America,123,1970,March

Susan_Storm_(Earth-1102),Character,Invisible Girl,Susan Storm,Earth-1102,Single,What If?,200,2011,February

Susan_Storm_(Earth-616),Character,Invisible Woman,Susan Storm-Richards,Earth-616,Married,Fantastic Four,1,1961,November

Susan_Storm_(Earth-71016),Character,Invisible Woman,Susan Storm Richards,Earth-71016,Married,The Last Fantastic Four Story,1,2007,October

Susan_Storm_(Earth-77013),Character,Invisible Woman,Susan Storm Richards,Earth-77013,Married,Spider-Man Newspaper Strips,2010,2010,

Sutter_Street,Location,,,,,The Spectacular Spider-Man,189,1992,June

Svenzaldo_Zambooba_(Earth-616),Character,Svenzaldo Zambooba,Unknown,Earth-616,Single,X-Men,3,1964,January

Swordsman%27s_Sword,Item,,,,,Avengers,19,1965,August

Sylvia_Blandings_(Earth-616),Character,Sylvia Blandings,Sylvia Blandings,Earth-616,Married,Journey into Mystery,87,1962,December

Synthetic_Man_(Earth-616),Character,Synthetic Man,Synthetic Man,Earth-616,,Marvel Super-Heroes,14,1968,May

T%27Chaka_(Earth-616),Character,Black Panther,T'Chaka,Earth-616,Married,Fantastic Four,53,1966,August

T%27Challa_(Earth-616),Character,Black Panther,T'Challa,Earth-616,Single,Fantastic Four,52,1966,July

T%27Challa_(Earth-71016),Character,Black Panther,T'Challa,Earth-71016,,The Last Fantastic Four Story,1,2007,October

Taa-ans,Race,,,,,Thor,169,1969,October

Taa,Location,,,,,Thor,169,1969,October

Taboo_(Extraterrestrial)_(Earth-616),Character,Taboo,Taboo,Earth-616,Single,Strange Tales,75,1960,June

Tad_Carter_(Earth-616),Character,Tad Carter,Tad Carter,Earth-616,Single,Amazing Adult Fantasy,14,1962,July

Tagar_(Earth-616),Character,Count Tagar,Tagar,Earth-616,Single,Thor,133,1966,October

Tai_Chen_(Earth-616),Character,Supreme Serpent,Tai Chen,Earth-616,,Avengers,32,1966,September

Tana_Mendori_(Earth-77013),Character,Tana Mendori,Tana Mendori,Earth-77013,,Spider-Man Newspaper Strips,1977,1977,

Tana_Nile_(Earth-616),Character,Tana Nile,Tana Nile,Earth-616,Single,Thor,129,1966,June

Taneleer_Tivan_(Earth-616),Character,Collector,Taneleer Tivan,Earth-616,Widowed,Avengers,28,1966,May

Tarnax_IV,Location,,,,,Fantastic Four,18,1963,September

Taxtor_(Earth-616),Character,Taxtor,Taxtor,Earth-616,,Fantastic Four,91,1969,October

Techno_Organic_Jungle,Location,,,,,Fantastic Four,52,1966,July

Ted_Braddock_(Earth-616),Character,Ted Braddock,Ted Braddock,Earth-616,,Strange Tales,112,1963,September

Ted_Chambers_(Earth-77013),Character,Ted Chambers,Ted Chambers,Earth-77013,Widowed,Spider-Man Newspaper Strips,2005,2005,

Ted_Trent_(Earth-616),Character,Ted Trent,Ted Trent,Earth-616,Single,Patsy Walker,116,1964,August

Teen_Brigade_(Earth-616),Team,,,,,Incredible Hulk,6,1963,March

Tektons,Race,,,,,Fantastic Four,91,1969,October

Telbeck,Location,,,,,Tales of Suspense,72,1965,December

Tele-fish_(Earth-616),Character,Tele-fish,Unknown,Earth-616,,Fantastic Four Annual,1,1963,July

Temple_of_Cyttorak,Location,,,,,X-Men,12,1965,July

Tennessee_Sam_(Earth-616),Character,Tennessee Sam,Sam (surname unknown),Earth-616,,Patsy and Hedy,61,1958,December

Terrible_Trio_(Earth-616),Team,,,,,Fantastic Four,23,1964,February

Thackery_Van_Thwerp_(Earth-616),Character,Thackery Van Thwerp,Thackery Van Thwerp,Earth-616,Single,Meet Miss Bliss,1,1955,May

Thaddeus_Ross_(Earth-616),Character,Gen. Thunderbolt Ross,"Thaddeus E. ""Thunderbolt"" Ross",Earth-616,Widowed,Incredible Hulk,1,1962,May

Thakos_(Earth-616),Character,Thakos,Thakos,Earth-616,,Fantastic Four Annual,1,1963,July

THEM_(Earth-616),Organization,,,,,Tales of Suspense,75,1966,March

Thermal_Man_(Earth-616),Character,Thermal Man,Thermal Man,Earth-616,Single,Thor,168,1969,September

The_Bat_(Harper)_(Earth-616),Character,The Bat,Harper (First name unrevealed),Earth-616,,Rawhide Kid,25,1961,December

The_Owl_(WWII)_(Earth-616),Character,Owl,Unknown,Earth-616,,Young Allies,5,1942,Fall

Thing_in_the_Black_Box_(Earth-616),Character,Thing in the Black Box,Unknown,Earth-616,,Journey into Mystery,74,1961,November

Thing_that_Crawled_by_Night_(Earth-616),Character,Thing that Crawled by Night,Unknown,Earth-616,,Tales of Suspense,26,1962,February

Thing_That_Hunts_for_Me_(Earth-616),Character,Thing That Hunts for Me,Unknown,Earth-616,,Strange Tales,92,1962,January

Thomas_Burke_(Earth-616),Character,Thomas Burke,Thomas Burke,Earth-616,,Amazing Adventures,6,1961,November

Thomas_Gideon_(Earth-616),Character,Glorian,Thomas Gideon,Earth-616,,Fantastic Four,34,1965,January

Thorn_Trask_(Earth-616),Character,Raven,Thorn Trask,Earth-616,,Rawhide Kid,35,1963,August

Thor_Odinson_(Demon_Duplicate)_(Earth-616),Character,Thor,Unknown,Earth-616,,Journey into Mystery,95,1963,August

Thor_Odinson_(Earth-616),Character,Thor,Thor Odinson,Earth-616,Single,Venus,11,1950,November

Thor_Odinson_(Earth-70766),Character,Thor,Thor Odinson,Earth-70766,Single,Thor,178,1970,July

Thor_Odinson_(Earth-70813),Character,Thor,Thor Odinson,Earth-70813,Single,Avengers Classic,1,2007,August

Thor_Odinson_(Earth-71016),Character,Thor,Thor Odinson,Earth-71016,Single,The Last Fantastic Four Story,1,2007,October

Thor_Odinson_(Earth-77013),Character,Thor,Thor Odinson,Earth-77013,,Spider-Man Newspaper Strips,2010,2010,

Throckmorton_Van_Thwerp_II_(Earth-616),Character,Throckmorton Van Thwerp II,Throckmorton Van Thwerp II,Earth-616,Married,Meet Miss Bliss,2,1955,July

Thryheim,Location,,,,,Journey into Mystery,124,1966,January

Thunder_(Black_Knight)_(Earth-616),Character,Thunder,Thunder,Earth-616,,Black Knight,1,1955,May

Thunder_(Two-Gun_Kid)_(Earth-616),Character,Thunder,Thunder,Earth-616,,Two-Gun Kid,60,1962,November

Tiana_Sikoski_(Earth-928),Character,Hela,Tiana Sikoski ,Earth-928,Single,Ravage 2099,1,1992,December

Tiboro_(Earth-616),Character,Tiboro,Tiboro,Earth-616,,Strange Tales,129,1965,February

Tiger_(Dog)_(Earth-616),Character,Tiger,Tiger,Earth-616,,Patsy Walker,93,1961,February

Time_Platform,Item,,,,,Fantastic Four,5,1962,July

Timmy_Carter_(Earth-616),Character,Timmy Carter,Timmy Carter,Earth-616,Single,Thor,600,2009,April

Timothy_Dugan_(Earth-616),Character,Dum-Dum Dugan,"Timothy ""Tim"" Aloysius Cadwallader Dugan ",Earth-616,Widowed,Sgt Fury and his Howling Commandos,1,1963,May

Timothy_Jones_(Adult)_(Earth-616),Character,Timothy Jones,Timothy Jones,Earth-616,,Journey into Mystery,63,1960,December

Tim_Boo_Ba_(Earth-616),Character,Tim Boo Ba,Tim Boo Ba,Earth-616,Single,Amazing Adult Fantasy,9,1962,February

Titanium_Man_Armor_(Bullski%27s),Item,,,,,Tales of Suspense,69,1965,September

Titan_(Atlantean_Beast)_(Earth-616),Character,Titan,Unknown,Earth-616,,Tales of Suspense,28,1962,April

Titus_Locke_(Earth-616),Character,Titus Locke,Titus Locke,Earth-616,,Captain America Comics,16,1942,July

Tnneya_(Earth-616),Character,Lady Tnneya,Tnneya,Earth-616,,Marvel Graphic Novel,58,1990,

Toadius_V_(Earth-616),Character,Toad King,Toadius V,Earth-616,,Incredible Hulk,2,1962,July

Toag_(Earth-616),Character,Toag,Toag,Earth-616,,Thor,154,1968,July

Tobe_Levine_(Earth-616),Character,Mangler,Tobe Levine,Earth-616,,Daredevil,22,1966,November

Tobin_(Earth-616),Character,Scar,Tobin,Earth-616,,Strange Tales,108,1963,May

Todyquiel_(Earth-616),Character,Todyquiel,Todyquiel,Earth-616,Single,Journey into Mystery,90,1963,March

Tod_White_(Earth-616),Character,"Tod ""Toddy"" White","Tod ""Toddy"" White",Earth-616,Single,Captain America Comics,20,1942,November

Togo_(Earth-616),Character,Togo,Togo (Full name unrevealed),Earth-616,,Young Allies,6,1943,January

Tok,Location,,,,,Fantastic Four,16,1963,July

Tomazooma_(Manidoog_God)_(Earth-616),Character,Tomazooma,Tomazooma,Earth-616,,Fantastic Four,80,1968,November

Tomazooma_(Robot)_(Earth-616),Character,Tomazooma,Unknown,Earth-616,,Fantastic Four,80,1968,November

Tommy_Dillon_(Earth-77013),Character,Tommy Dillon,Tommy Dillon,Earth-77013,Single,Spider-Man Newspaper Strips,2009,2009,

Tommy_Rimston_(Earth-77013),Character,Tommy Rimston,Tommy Rimston,Earth-77013,,Spider-Man Newspaper Strips,1978,1978,

Tommy_Tomkins_(Earth-616),Character,Tommy Tomkins,Tommy Tomkins,Earth-616,,Amazing Spider-Man,38,1966,July

